"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a_Intercept[42]",0.01928238529735,0.0639224552799571,-0.1077062,0.14525005,990.734573067649,1.00888162211764
"a_Intercept[43]",0.0204592159438,0.0647944022303436,-0.10324685,0.158177225,844.374223123228,1.00434271763407
"a_Intercept[44]",-0.03091055630153,0.0613012394753921,-0.153204475,0.0852522425,878.911918816813,1.00239040669801
"a_Intercept[45]",0.0179538015052265,0.0573718231445441,-0.0906146875,0.13160445,1151.84906073883,0.999287991727997
"h_Intercept[1]",-0.05281424482995,0.0505306420815323,-0.153796025,0.0451134924999998,668.408752808287,1.00695272333363
"h_Intercept[2]",-0.0539930384273,0.0560819129788884,-0.170825775,0.04729,541.694540798467,1.00990408947569
"h_Intercept[3]",-0.14046076707,0.0471403053693042,-0.233616775,-0.047702735,833.234038805448,1.00314338848708
"h_Intercept[4]",-0.02018576013871,0.049207193198651,-0.11828265,0.07985698,1193.47316653389,1.00343472163322
"h_Intercept[5]",0.0779161715647,0.0507904741172178,-0.0192873875,0.177075725,1304.63279410752,1.00200576446518
"h_Intercept[6]",0.02150972316925,0.0479000803760171,-0.0711467275,0.11572885,959.8323888103,1.0011338531978
"h_Intercept[7]",0.07249879096575,0.0477524460949082,-0.0169852475,0.171406425,1525.74629240946,1.00008513341153
"h_Intercept[8]",-0.02503716449985,0.0458396537647883,-0.1140684,0.0612916399999999,954.870839648496,0.999129135062494
"h_Intercept[9]",0.03131182111895,0.0530264282027219,-0.07395796,0.13387895,1524.78058986641,1.0012167392466
"h_Intercept[10]",0.04853726445755,0.0521911584159914,-0.0510406725,0.1504928,665.076663975546,1.00378104439052
"h_Intercept[11]",-0.036465997417255,0.0427656493146315,-0.121760775,0.048340135,795.293440536463,1.00794420551205
"h_Intercept[12]",-0.04498099038135,0.047821040884961,-0.13980845,0.0489789475,440.04745092597,1.00585193876318
"h_Intercept[13]",0.017507218548705,0.0506933611504292,-0.08032072,0.117663075,731.127273911981,1.00515954989095
"h_Intercept[14]",0.133144294046,0.0564358927840871,0.0272195,0.249322775,1194.58912481192,1.00078569787508
"h_Intercept[15]",0.043613517961499,0.050759182736027,-0.051227615,0.147018525,986.964061516727,1.00520913195983
"h_Intercept[16]",-0.0037258300203,0.0511691290256499,-0.1008966,0.0912062474999999,479.568556816885,1.01995315914801
"h_Intercept[17]",-0.10660319276295,0.0499989131788934,-0.20783835,-0.01095141,673.276719064023,1.00442301785391
"h_Intercept[18]",-0.0525943752254,0.0450240528175522,-0.1404489,0.0392369025,1480.63396939479,0.999558245521212
"h_Intercept[19]",-0.0623544250894,0.0542503122211161,-0.179120925,0.0361659975,530.198245935088,1.0029526515562
"h_Intercept[20]",-0.0048716547653,0.0515579438491799,-0.105153075,0.100157475,416.091011576863,1.0116323821911
"h_Intercept[21]",0.04041444596505,0.0493758475764607,-0.0515800525,0.13295685,921.958288975409,0.9996571120368
"h_Intercept[22]",-0.0414624267663,0.0494369188932371,-0.139487625,0.0484323175,862.817072308867,1.00041990250278
"h_Intercept[23]",0.029842315888,0.0467763703256259,-0.06313724,0.121163625,843.605984780615,1.00539214396686
"h_Intercept[24]",-0.07050320197515,0.0498734476355655,-0.175296425,0.0220002549999998,997.251634246786,1.00099508206093
"h_Intercept[25]",-0.0216720986522,0.046874483727168,-0.114220725,0.07179535,921.289346107499,1.00577924041786
"h_Intercept[26]",0.0627843401206,0.0517448803701407,-0.030505285,0.173919625,919.561412809303,1.00033229761087
"h_Intercept[27]",-0.02974619441985,0.0498510020017586,-0.1311173,0.062786525,705.463326428042,1.00364997345875
"h_Intercept[28]",0.002399142160665,0.0498107929401772,-0.0923988775,0.103455425,589.577431021784,0.999645940338425
"h_Intercept[29]",-0.0245075971832,0.0435484253121978,-0.11000265,0.0598789999999999,1371.90154233757,1.00148506869562
"h_Intercept[30]",0.01074756711853,0.0479200103901899,-0.0854055225,0.10050945,522.937952404076,1.00010451175177
"h_Intercept[31]",0.0475015119155815,0.0509938216492285,-0.050523705,0.147170575,1082.36895795745,1.00123488083456
"h_Intercept[32]",0.048370272950605,0.0491055676871327,-0.04757414,0.144445425,959.3995240459,1.00351152869395
"h_Intercept[33]",0.0840028915825,0.0501010794176688,-0.00913894725,0.182477,1124.1193219012,0.999767890750546
"h_Intercept[34]",0.04931563761775,0.0492639422806201,-0.04120452,0.149099425,509.235028142164,1.00562454422873
"h_Intercept[35]",0.03478605302605,0.0517627097862815,-0.0695064025,0.13334025,488.378163547424,1.00119623222278
"h_Intercept[36]",0.02265600106325,0.0466944274343616,-0.0696361825,0.1165272,1292.73526155467,1.0008742232271
"h_Intercept[37]",0.0742292604977,0.0596831242565318,-0.0383257375,0.191495225,1009.69588118109,1.00149182163442
"h_Intercept[38]",0.0205673855612,0.0499327337532031,-0.0749903525,0.124766575,501.346055422163,1.00917840421279
"h_Intercept[39]",0.0498940182365,0.050178424324446,-0.0468797475,0.153789375,1275.14053047531,0.999270247008082
"h_Intercept[40]",-0.03084737155085,0.0519757939989175,-0.137987325,0.0718529249999999,453.625266667698,1.00226587503891
"h_Intercept[41]",0.065195850519,0.0507979393595053,-0.03249594,0.16500565,886.065981867893,1.0049748696759
"h_Intercept[42]",0.009359358269875,0.0484782324853538,-0.085375975,0.102661025,708.421377922807,1.01276428788298
"h_Intercept[43]",0.0070904300661,0.0503572110121069,-0.08937438,0.102876175,644.011404116451,1.00143218309761
"h_Intercept[44]",-0.1284251965205,0.0558088112676236,-0.240910325,-0.0257262300000001,658.497458504939,1.0053081014884
"h_Intercept[45]",-0.144296273105,0.051527985383916,-0.25040605,-0.04620204,1061.72509200305,1.00088198306348
"sigma_ID",0.0736926574,0.0126242301481418,0.0509110525,0.0993600649999999,209.315436605559,1.01636969181876
"sigma",1.0456256205,0.0497611598337848,0.95158495,1.1486205,1495.98792374568,0.999413228376653
