Plate,Individual,Left,R,date,date of death,Measurement,Infection status,Batch,Exp_date,Sex,notes,date for notes
2,P2 10,14,25,7/28/2022,,2,C,4,07/17/22,F,,
2,P2 11,7,15,7/28/2022,,2,,4,07/17/22,F,,
2,P2 12,0,3,7/28/2022,,2,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
2,P2 13,0,2,7/28/2022,,2,C,4,07/17/22,F,e,7/24/2022
2,P2 14,19,25,7/28/2022,,2,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
2,P2 15,0,3,7/28/2022,,2,,4,07/17/22,F,e,7/24/2022
3,P3 1,3,10,7/28/2022,,2,C,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 2,18,25,7/28/2022,,2,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 3,0,5,7/28/2022,,2,,4,07/17/22,F,,
3,P3 4,0,5,7/28/2022,,2,C,4,07/17/22,F,e,7/28/2022
3,P3 5,19,25,7/28/2022,,2,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 6,3,10,7/28/2022,,2,,4,07/17/22,F,,
3,P3 7,7,15,7/28/2022,,2,C,4,07/17/22,F,e,7/28/2022
3,P3 8,1,3,7/28/2022,,2,,4,07/17/22,F,,
3,P3 9,0,5,7/28/2022,,2,,4,07/17/22,F,,
3,P3 10,19,25,7/28/2022,,2,C,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 11,11,15,7/28/2022,,2,,4,07/17/22,F,e,7/26/2022
3,P3 12,0,3,7/28/2022,,2,,4,07/17/22,F,,
3,P3 13,0,2,7/28/2022,,2,C,4,07/17/22,F,,7/26/2022
3,P3 14,19,25,7/28/2022,,2,,4,07/17/22,F,e,24.07.22 -> 26.07.22
3,P3 15,,3,7/28/2022,7/28/2022,2,,4,07/17/22,F,,
1,P1 1,1,5,7/31/2022,,4,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
1,P1 2,0,3,7/31/2022,,4,,4,07/17/22,F,,
1,P1 3,1,2,7/31/2022,,4,,4,07/17/22,F,e,7/31/2022
1,P1 4,6,10,7/31/2022,,4,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
1,P1 5,0,5,7/31/2022,,4,,4,07/17/22,F,e hatched,28.07.22 -> 31.07.22
1,P1 6,8,15,7/31/2022,,4,,4,07/17/22,F,,
1,P1 7,0,5,7/31/2022,,4,C,4,07/17/22,F,,
1,P1 8,2,5,7/31/2022,,4,,4,07/17/22,F,e hatched,24.07.2022 -> 31.07.22
1,P1 9,0,3,7/31/2022,,4,,4,07/17/22,F,,
1,P1 10,,15,7/31/2022,7/31/2022,4,C,4,07/17/22,F,,
1,P1 11,0,2,7/31/2022,,4,,4,07/17/22,F,e hatched,28.07.22 -> 31.07.22
1,P1 12,17,25,7/31/2022,,4,,4,07/17/22,F,e,7/26/2022
1,P1 13,7,10,7/31/2022,,4,C,4,07/17/22,F,e hatched,24.07.22 -> 26.07.22
1,P1 14,4,10,7/31/2022,,4,,4,07/17/22,F,e hatched,28.07.22 -> 31.07.22
1,P1 15,1,5,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.2022 -> 31.07.22
2,P2 1,2,5,7/31/2022,,4,C,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
2,P2 2,0,3,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.22 -> 31.07.22
2,P2 3,0,2,7/31/2022,,4,,4,07/17/22,F,e hatched,28.07.22 -> 31.07.22
2,P2 4,3,10,7/31/2022,,4,C,4,07/17/22,F,e hatched,24.07.2022 -> 28.07.22
2,P2 5,1,5,7/31/2022,,4,,4,07/17/22,F,,
2,P2 6,10,15,7/31/2022,,4,,4,07/17/22,F,,
2,P2 7,0,5,7/31/2022,,4,C,4,07/17/22,F,e hatched,28.07.22 -> 31.07.22
2,P2 8,0,5,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
2,P2 9,0,3,7/31/2022,,4,,4,07/17/22,F,e hatched,24.07.22 -> 26.07.22
2,P2 10,8,15,7/31/2022,,4,C,4,07/17/22,F,,
2,P2 11,0,2,7/31/2022,,4,,4,07/17/22,F,,
2,P2 12,15,25,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
2,P2 13,5,10,7/31/2022,,4,C,4,07/17/22,F,e hatched,24.07.2022 -> 31.07.22
2,P2 14,5,10,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
2,P2 15,0,5,7/31/2022,,4,,4,07/17/22,F,e hatched,24.07.2022 -> 31.07.22
3,P3 1,2,5,7/31/2022,,4,C,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 2,0,3,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 3,0,2,7/31/2022,,4,,4,07/17/22,F,,
3,P3 4,5,10,7/31/2022,,4,C,4,07/17/22,F,e hatched,28.07.22 -> 31.07.22
3,P3 5,1,5,7/31/2022,,4,,4,07/17/22,F,e hatched,26.07.2022 -> 28.07.22
3,P3 6,9,15,7/31/2022,,4,,4,07/17/22,F,,
3,P3 7,1,5,7/31/2022,,4,C,4,07/17/22,F,,28.07.22 -> 31.07.22
3,P3 8,1,5,7/31/2022,,4,,4,07/17/22,F,,
3,P3 9,0,3,7/31/2022,,4,,4,07/17/22,F,,
3,P3 10,9,15,7/31/2022,,4,C,4,07/17/22,F,,26.07.2022 -> 28.07.22
3,P3 11,0,2,7/31/2022,,4,,4,07/17/22,F,e,7/26/2022
3,P3 12,20,25,7/31/2022,,4,,4,07/17/22,F,,
3,P3 13,6,10,7/31/2022,,4,C,4,07/17/22,F,e,7/26/2022
3,P3 14,5,10,7/31/2022,,4,,4,07/17/22,F,e hatched,24.07.22 -> 26.07.22
3,P3 15,,5,7/31/2022,7/28/2022,4,,4,07/17/22,F,,
1,P1 1,,2,8/2/2022,,5,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
1,P1 2,,15,8/2/2022,,5,,4,07/17/22,F,,
1,P1 3,,25,8/2/2022,,5,,4,07/17/22,F,,7/31/2022
1,P1 4,,3,8/2/2022,,5,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
1,P1 5,,2,8/2/2022,,5,,4,07/17/22,F,,28.07.22 -> 31.07.22
1,P1 6,,3,8/2/2022,,5,,4,07/17/22,F,,
1,P1 7,,10,8/2/2022,,5,C,4,07/17/22,F,,
1,P1 8,,2,8/2/2022,,5,,4,07/17/22,F,e,24.07.2022 -> 31.07.22
1,P1 9,,25,8/2/2022,,5,,4,07/17/22,F,,
1,P1 10,,3,8/2/2022,,5,C,4,07/17/22,F,,
1,P1 11,,25,8/2/2022,,5,,4,07/17/22,F,,28.07.22 -> 31.07.22
1,P1 12,,15,8/2/2022,,5,,4,07/17/22,F,e,7/26/2022
1,P1 13,,25,8/2/2022,,5,C,4,07/17/22,F,e hatched,24.07.22 -> 26.07.22
1,P1 14,,15,8/2/2022,,5,,4,07/17/22,F,,28.07.22 -> 31.07.22
1,P1 15,,2,8/2/2022,,5,,4,07/17/22,F,e,26.07.2022 -> 31.07.22
2,P2 1,,2,8/2/2022,,5,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
2,P2 2,,15,8/2/2022,,5,,4,07/17/22,F,e,26.07.22 -> 31.07.22
2,P2 3,,25,8/2/2022,,5,,4,07/17/22,F,,28.07.22 -> 31.07.22
2,P2 4,,3,8/2/2022,,5,C,4,07/17/22,F,e,24.07.2022 -> 28.07.22
2,P2 5,,2,8/2/2022,,5,,4,07/17/22,F,,
2,P2 6,,3,8/2/2022,,5,,4,07/17/22,F,e,
2,P2 7,,10,8/2/2022,,5,C,4,07/17/22,F,,28.07.22 -> 31.07.22
2,P2 8,,2,8/2/2022,,5,,4,07/17/22,F,e,26.07.2022 -> 28.07.22
2,P2 9,,25,8/2/2022,,5,,4,07/17/22,F,e hatched,24.07.22 -> 26.07.22
2,P2 10,,3,8/2/2022,,5,C,4,07/17/22,F,,
2,P2 11,,25,8/2/2022,,5,,4,07/17/22,F,,
2,P2 12,,15,8/2/2022,,5,,4,07/17/22,F,e,26.07.2022 -> 28.07.22
2,P2 13,,25,8/2/2022,,5,C,4,07/17/22,F,e,24.07.2022 -> 31.07.22
2,P2 14,,15,8/2/2022,,5,,4,07/17/22,F,e,26.07.2022 -> 28.07.22
2,P2 15,,2,8/2/2022,,5,,4,07/17/22,F,e,24.07.2022 -> 31.07.22
3,P3 1,,2,8/2/2022,,5,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
3,P3 2,,15,8/2/2022,,5,,4,07/17/22,F,e,26.07.2022 -> 28.07.22
3,P3 3,,25,8/2/2022,,5,,4,07/17/22,F,,
3,P3 4,,3,8/2/2022,,5,C,4,07/17/22,F,,28.07.22 -> 31.07.22
3,P3 5,,2,8/2/2022,,5,,4,07/17/22,F,e,26.07.2022 -> 28.07.22
3,P3 6,,3,8/2/2022,,5,,4,07/17/22,F,,
3,P3 7,,10,8/2/2022,,5,C,4,07/17/22,F,,28.07.22 -> 31.07.22
3,P3 8,,2,8/2/2022,,5,,4,07/17/22,F,,
3,P3 9,,25,8/2/2022,,5,,4,07/17/22,F,,
3,P3 10,,3,8/2/2022,,5,C,4,07/17/22,F,e,26.07.2022 -> 28.07.22
3,P3 11,,25,8/2/2022,,5,,4,07/17/22,F,e,7/26/2022
3,P3 12,,15,8/2/2022,,5,,4,07/17/22,F,,
3,P3 13,,25,8/2/2022,,5,C,4,07/17/22,F,e,7/26/2022
3,P3 14,,15,8/2/2022,,5,,4,07/17/22,F,e hatched,24.07.22 -> 26.07.22
3,P3 15,,2,8/2/2022,,5,,4,07/17/22,F,,
1,P1 1,,15,8/4/2022,,6,C,4,07/17/22,F,e,7/24/2022
1,P1 2,,2,8/4/2022,,6,,4,07/17/22,F,,
1,P1 3,,10,8/4/2022,,6,,4,07/17/22,F,,
1,P1 4,,2,8/4/2022,,6,C,4,07/17/22,F,e,7/24/2022
1,P1 5,,10,8/4/2022,,6,,4,07/17/22,F,,
1,P1 6,,25,8/4/2022,,6,,4,07/17/22,F,,
1,P1 7,,3,8/4/2022,,6,C,4,07/17/22,F,,
1,P1 8,,15,8/4/2022,,6,,4,07/17/22,F,e,7/22/2022
1,P1 9,,15,8/4/2022,,6,,4,07/17/22,F,,
1,P1 10,,2,8/4/2022,,6,C,4,07/17/22,F,,
1,P1 11,,10,8/4/2022,,6,,4,07/17/22,F,,
1,P1 12,,2,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
1,P1 13,,3,8/4/2022,,6,C,4,07/17/22,F,e hatched,22.07.2022 -> 24.07.2022
1,P1 14,,5,8/4/2022,,6,,4,07/17/22,F,,
1,P1 15,,25,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
2,P2 1,,15,8/4/2022,,6,C,4,07/17/22,F,e,7/24/2022
2,P2 2,,2,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
2,P2 3,,10,8/4/2022,,6,,4,07/17/22,F,,
2,P2 4,,2,8/4/2022,,6,C,4,07/17/22,F,e,7/24/2022
2,P2 5,,10,8/4/2022,,6,,4,07/17/22,F,,
2,P2 6,,25,8/4/2022,,6,,4,07/17/22,F,e,
2,P2 7,,3,8/4/2022,,6,C,4,07/17/22,F,,
2,P2 8,,15,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
2,P2 9,,15,8/4/2022,,6,,4,07/17/22,F,e hatched,22.07.2022 -> 24.07.2022
2,P2 10,,2,8/4/2022,,6,C,4,07/17/22,F,,
2,P2 11,,10,8/4/2022,,6,,4,07/17/22,F,,
2,P2 12,,2,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
2,P2 13,,3,8/4/2022,,6,C,4,07/17/22,F,e,7/22/2022
2,P2 14,,5,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
2,P2 15,,25,8/4/2022,,6,,4,07/17/22,F,e,7/22/2022
3,P3 1,,15,8/4/2022,,6,C,4,07/17/22,F,e,7/24/2022
3,P3 2,,2,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
3,P3 3,,10,8/4/2022,,6,,4,07/17/22,F,,
3,P3 4,,2,8/4/2022,,6,C,4,07/17/22,F,,
3,P3 5,,10,8/4/2022,,6,,4,07/17/22,F,e,7/24/2022
3,P3 6,,25,8/4/2022,,6,,4,07/17/22,F,,
3,P3 7,,3,8/4/2022,,6,C,4,07/17/22,F,,
3,P3 8,,15,8/4/2022,,6,,4,07/17/22,F,,
3,P3 9,,15,8/4/2022,,6,,4,07/17/22,F,,
3,P3 10,,2,8/4/2022,,6,C,4,07/17/22,F,e,7/22/2022
3,P3 11,,10,8/4/2022,,6,,4,07/17/22,F,e,7/22/2022
3,P3 12,,2,8/4/2022,,6,,4,07/17/22,F,,
3,P3 13,,3,8/4/2022,,6,C,4,07/17/22,F,e,7/22/2022
3,P3 14,,5,8/4/2022,,6,,4,07/17/22,F,e hatched,22.07.2022 -> 24.07.2022
3,P3 15,,25,8/4/2022,,6,,4,07/17/22,F,,
