Plate,Individual,Left,R,date,date of death,Measurement,Infection status,Batch,Exp_date,Sex,notes,date for notes
1,P1 1,22,25,7/13/2022,,1,C,2,07/08/22,M,,
1,P1 2,8,10,7/13/2022,,1,,2,07/08/22,M,,
1,P1 3,0,3,7/13/2022,,1,,2,07/08/22,M,,
1,P1 4,13,15,7/13/2022,,1,C,2,07/08/22,M,,
1,P1 5,1,3,7/13/2022,,1,,2,07/08/22,M,,
1,P1 6,1,2,7/13/2022,,1,,2,07/08/22,M,,
1,P1 7,1,2,7/13/2022,,1,C,2,07/08/22,M,,
1,P1 8,22,25,7/13/2022,,1,,2,07/08/22,M,,
1,P1 9,7,10,7/13/2022,,1,,2,07/08/22,M,,
1,P1 10,3,5,7/13/2022,,1,C,2,07/08/22,M,,
1,P1 11,3,5,7/13/2022,,1,,2,07/08/22,M,,
1,P1 12,8,10,7/13/2022,,1,,2,07/08/22,M,,
